index,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
318,41,blue-collar,married,primary,0,484,yes,0,cellular,7,7,3,-1,0,unknown,0
319,29,services,single,secondary,0,1934,no,0,cellular,29,9,1,-1,0,unknown,1
320,34,management,single,tertiary,0,125,yes,1,unknown,5,6,31,-1,0,unknown,0
321,37,unemployed,married,secondary,0,459,no,0,cellular,20,11,4,-1,0,unknown,0
322,37,services,married,secondary,0,1328,yes,0,telephone,13,5,2,341,4,failure,0
323,47,technician,married,secondary,0,-75,yes,0,cellular,4,2,1,247,1,other,0
324,35,unknown,married,unknown,0,0,no,0,unknown,6,6,3,-1,0,unknown,0
325,32,technician,married,secondary,0,444,no,0,cellular,29,8,2,-1,0,unknown,0
326,28,blue-collar,married,primary,0,103,yes,0,unknown,20,6,28,-1,0,unknown,0
327,26,technician,single,secondary,0,44,no,0,cellular,30,10,1,-1,0,unknown,1
328,38,management,married,tertiary,0,2978,no,1,unknown,20,6,2,-1,0,unknown,0
329,42,management,divorced,tertiary,0,1116,yes,0,unknown,19,5,6,-1,0,unknown,0
330,28,technician,single,tertiary,0,865,no,0,cellular,16,9,1,-1,0,unknown,0
331,42,blue-collar,single,primary,0,-376,yes,0,cellular,18,5,1,-1,0,unknown,0
332,34,management,divorced,tertiary,0,157,yes,0,cellular,12,8,2,-1,0,unknown,0
333,34,services,married,secondary,0,-52,no,0,unknown,13,8,1,-1,0,unknown,0
334,60,blue-collar,married,secondary,0,40,no,0,unknown,5,6,2,-1,0,unknown,0
335,48,management,divorced,tertiary,0,5978,no,0,cellular,28,1,1,-1,0,unknown,0
336,27,student,single,secondary,0,279,no,0,cellular,12,10,1,-1,0,unknown,1
337,33,technician,married,secondary,0,162,yes,1,cellular,14,7,2,-1,0,unknown,0
338,22,services,married,secondary,0,14,yes,1,unknown,20,5,1,-1,0,unknown,0
339,42,technician,married,secondary,0,0,no,1,unknown,8,5,3,-1,0,unknown,0
340,36,management,married,tertiary,0,190,yes,0,cellular,5,2,1,-1,0,unknown,0
341,39,services,married,secondary,0,2381,yes,1,cellular,29,7,3,-1,0,unknown,0
342,29,student,single,secondary,0,1377,yes,0,cellular,3,8,1,446,2,success,1
343,49,blue-collar,married,primary,0,0,yes,0,unknown,14,5,2,-1,0,unknown,0
344,26,blue-collar,married,secondary,0,245,yes,0,unknown,28,5,2,-1,0,unknown,0
345,45,self-employed,married,secondary,0,7,no,0,cellular,20,11,1,-1,0,unknown,1
346,31,blue-collar,married,primary,0,576,yes,1,unknown,3,6,3,-1,0,unknown,0
347,34,admin.,single,secondary,0,1,yes,0,cellular,9,2,7,280,1,other,0
348,54,services,married,secondary,0,0,no,0,unknown,19,6,1,-1,0,unknown,0
349,34,management,single,tertiary,0,76,yes,0,cellular,13,5,2,371,3,failure,1
350,44,entrepreneur,married,secondary,0,1442,no,0,cellular,18,11,2,-1,0,unknown,0
351,39,technician,divorced,secondary,0,385,no,0,cellular,13,10,1,48,2,failure,1
352,39,blue-collar,single,secondary,0,519,yes,1,cellular,20,11,1,155,14,failure,0
353,31,self-employed,single,tertiary,0,3343,no,0,cellular,3,9,1,94,1,success,1
354,35,technician,single,tertiary,0,4,yes,0,cellular,24,7,1,-1,0,unknown,0
355,56,retired,married,primary,0,9367,no,0,cellular,13,8,2,101,2,success,1
356,37,blue-collar,married,primary,0,0,yes,0,unknown,19,6,3,-1,0,unknown,0
357,41,blue-collar,married,secondary,0,563,yes,0,cellular,20,4,12,348,1,failure,0
358,50,admin.,married,secondary,0,242,yes,0,cellular,20,8,4,-1,0,unknown,0
359,27,admin.,married,secondary,0,953,yes,0,unknown,26,5,2,-1,0,unknown,0
360,33,technician,single,tertiary,0,318,yes,0,cellular,14,4,1,-1,0,unknown,0
361,36,blue-collar,married,primary,0,287,yes,0,unknown,30,5,3,-1,0,unknown,0
362,49,admin.,married,secondary,0,1403,no,0,cellular,3,2,2,180,2,failure,0
363,39,management,single,tertiary,0,1092,no,0,cellular,26,8,7,-1,0,unknown,0
364,36,admin.,married,tertiary,0,157,yes,0,cellular,17,4,2,-1,0,unknown,0
365,57,retired,married,tertiary,0,3571,no,0,unknown,13,5,2,-1,0,unknown,0
366,41,blue-collar,single,secondary,0,925,yes,0,telephone,13,5,1,-1,0,unknown,0
367,36,technician,married,tertiary,0,911,yes,1,cellular,25,5,2,21,3,failure,1
368,34,blue-collar,married,secondary,0,123,yes,0,cellular,8,7,3,-1,0,unknown,0
369,56,admin.,married,secondary,0,20,no,0,unknown,3,7,1,-1,0,unknown,0
370,35,blue-collar,married,secondary,0,674,yes,0,unknown,30,5,2,-1,0,unknown,0
371,32,services,single,secondary,0,85,yes,0,unknown,9,5,9,-1,0,unknown,0
372,19,student,single,secondary,0,88,no,0,cellular,8,9,1,-1,0,unknown,0
373,59,retired,divorced,secondary,0,914,no,0,cellular,28,1,1,-1,0,unknown,0
374,34,technician,divorced,secondary,0,0,yes,1,cellular,20,4,3,269,2,other,0
375,44,blue-collar,married,secondary,0,4236,yes,0,cellular,4,5,3,-1,0,unknown,0
376,44,entrepreneur,married,tertiary,0,3463,yes,1,cellular,28,8,3,-1,0,unknown,0
377,32,housemaid,married,primary,0,0,no,0,telephone,8,7,3,-1,0,unknown,0
378,38,blue-collar,married,secondary,0,-152,no,0,unknown,20,5,1,-1,0,unknown,0
379,46,admin.,divorced,secondary,0,875,yes,1,cellular,11,5,3,353,2,failure,0
380,36,housemaid,single,primary,0,207,no,0,unknown,20,6,5,-1,0,unknown,0
381,32,services,single,secondary,0,310,yes,0,unknown,6,5,1,-1,0,unknown,0
382,39,technician,divorced,secondary,0,688,yes,1,cellular,19,11,1,-1,0,unknown,0
383,39,management,divorced,tertiary,0,267,yes,1,cellular,16,4,1,-1,0,unknown,0
384,36,services,married,secondary,0,1746,yes,0,cellular,7,4,1,316,1,failure,0
385,28,services,single,primary,0,302,no,0,unknown,3,6,9,-1,0,unknown,0
386,29,blue-collar,married,secondary,0,9,yes,0,cellular,25,7,8,-1,0,unknown,0
387,60,management,married,secondary,0,49,no,1,cellular,8,7,2,-1,0,unknown,0
388,58,technician,married,secondary,0,116,no,0,unknown,16,6,3,-1,0,unknown,0
389,53,blue-collar,divorced,primary,0,4222,no,0,unknown,9,6,1,-1,0,unknown,0
390,48,management,married,tertiary,0,7289,yes,0,cellular,2,2,3,-1,0,unknown,0
391,26,technician,married,tertiary,0,233,yes,0,cellular,25,7,1,-1,0,unknown,0
392,34,admin.,married,tertiary,0,0,no,0,cellular,30,7,1,183,2,success,1
393,43,unknown,married,primary,0,0,yes,0,cellular,9,7,1,-1,0,unknown,0
394,31,services,single,secondary,0,-205,no,0,cellular,1,9,1,579,1,failure,1
395,50,entrepreneur,married,secondary,0,533,yes,0,cellular,11,5,2,-1,0,unknown,0
396,54,blue-collar,divorced,secondary,0,154,yes,0,unknown,30,5,12,-1,0,unknown,0
397,31,admin.,single,tertiary,0,676,yes,0,cellular,22,4,2,343,2,other,1
398,26,services,married,secondary,0,199,no,0,cellular,24,7,6,-1,0,unknown,0
399,61,self-employed,married,tertiary,0,10861,no,0,cellular,26,7,2,259,3,success,1
400,25,blue-collar,single,secondary,0,1163,no,0,cellular,7,12,3,-1,0,unknown,0
401,48,unemployed,divorced,primary,0,840,no,0,cellular,28,1,1,-1,0,unknown,0
402,37,blue-collar,single,secondary,0,133,yes,0,cellular,11,5,2,-1,0,unknown,1
403,59,management,married,tertiary,0,63,no,0,telephone,18,11,1,-1,0,unknown,0
404,30,services,married,secondary,0,80,yes,0,unknown,8,5,2,-1,0,unknown,0
405,45,admin.,married,secondary,0,434,no,0,cellular,26,8,4,-1,0,unknown,0
406,58,retired,married,secondary,0,1230,no,0,cellular,20,5,1,87,1,failure,1
407,44,management,married,primary,0,294,no,0,cellular,16,4,3,-1,0,unknown,1
408,43,services,married,secondary,0,278,yes,0,unknown,26,5,20,-1,0,unknown,0
409,41,management,married,secondary,0,1273,no,0,unknown,20,6,3,-1,0,unknown,0
410,34,services,married,tertiary,0,1442,no,0,cellular,11,12,1,-1,0,unknown,0
411,56,retired,divorced,tertiary,0,-458,yes,0,cellular,15,5,4,296,3,failure,0
412,50,management,single,unknown,0,4666,no,0,cellular,19,11,3,166,3,other,0
413,43,admin.,married,secondary,1,-204,yes,0,unknown,26,5,2,-1,0,unknown,0
414,33,self-employed,married,secondary,0,215,yes,0,cellular,29,7,12,-1,0,unknown,0
415,33,unemployed,married,secondary,0,-144,no,0,cellular,30,7,3,-1,0,unknown,1
416,29,technician,single,tertiary,0,183,yes,1,cellular,6,5,1,343,2,failure,0
417,67,management,divorced,tertiary,0,361,no,0,cellular,13,10,2,-1,0,unknown,1
418,46,management,married,tertiary,0,229,yes,0,unknown,5,5,1,-1,0,unknown,0
419,59,housemaid,married,primary,0,352,no,0,telephone,21,7,10,-1,0,unknown,0
420,49,unemployed,married,primary,0,50,no,0,cellular,26,8,2,-1,0,unknown,0
421,32,management,single,tertiary,0,577,no,0,cellular,7,8,2,-1,0,unknown,0
422,35,management,married,tertiary,0,511,no,0,cellular,29,8,4,-1,0,unknown,0
423,28,entrepreneur,single,tertiary,0,104,no,0,cellular,30,4,1,-1,0,unknown,0
424,27,technician,married,secondary,0,1103,no,0,unknown,4,6,1,-1,0,unknown,0
425,33,services,married,secondary,0,360,yes,0,cellular,29,1,1,185,13,other,0
426,42,blue-collar,married,secondary,0,130,no,0,unknown,2,6,3,-1,0,unknown,0
427,33,management,single,tertiary,0,34,yes,0,unknown,5,5,1,-1,0,unknown,0
428,36,unemployed,divorced,secondary,0,871,no,0,cellular,12,8,3,-1,0,unknown,1
429,34,technician,single,secondary,0,1161,yes,0,unknown,21,5,1,-1,0,unknown,0
430,36,admin.,single,secondary,0,-301,no,1,cellular,22,7,3,-1,0,unknown,0
431,35,blue-collar,single,secondary,0,4845,no,0,cellular,19,11,1,-1,0,unknown,0
432,54,blue-collar,married,secondary,0,-630,no,0,unknown,23,5,1,-1,0,unknown,0
433,32,management,single,tertiary,0,1271,yes,0,unknown,20,5,1,-1,0,unknown,0
434,25,blue-collar,single,secondary,0,543,yes,0,cellular,15,5,1,-1,0,unknown,0
435,32,blue-collar,married,primary,0,77,yes,0,cellular,17,4,2,-1,0,unknown,0
436,32,entrepreneur,married,tertiary,0,28,no,0,cellular,5,8,1,-1,0,unknown,0
437,39,services,married,secondary,0,1970,yes,0,unknown,8,6,1,404,2,success,0
438,39,management,single,tertiary,0,375,yes,0,unknown,8,5,2,-1,0,unknown,0
439,45,retired,divorced,primary,0,261,no,0,unknown,9,6,1,-1,0,unknown,0
440,23,blue-collar,single,secondary,0,4084,yes,0,unknown,3,6,7,-1,0,unknown,0
441,49,blue-collar,married,secondary,0,1350,no,0,cellular,18,8,2,-1,0,unknown,0
442,49,admin.,married,secondary,0,635,no,0,cellular,25,8,3,-1,0,unknown,0
443,27,student,single,tertiary,0,5291,no,0,cellular,11,2,1,91,4,success,1
444,42,management,single,secondary,0,1064,yes,0,cellular,31,7,35,-1,0,unknown,0
445,24,admin.,single,secondary,0,120,yes,0,cellular,18,5,1,-1,0,unknown,0
446,59,retired,divorced,tertiary,0,1197,yes,0,unknown,9,6,4,-1,0,unknown,0
447,35,technician,married,secondary,0,-180,no,1,cellular,13,8,2,-1,0,unknown,1
448,32,admin.,married,secondary,0,0,yes,0,cellular,16,7,4,-1,0,unknown,0
449,32,management,married,tertiary,0,4761,yes,0,cellular,5,5,2,350,2,failure,0
450,35,management,married,tertiary,0,1133,yes,0,cellular,3,11,1,-1,0,unknown,1
451,55,services,divorced,secondary,0,0,no,0,cellular,27,9,6,193,4,success,1
452,38,technician,married,tertiary,0,88,no,0,cellular,8,11,2,186,4,success,1
453,37,management,married,secondary,1,33,no,1,cellular,17,7,1,-1,0,unknown,0
454,65,retired,married,secondary,0,2326,no,1,cellular,21,8,1,-1,0,unknown,1
455,30,services,married,secondary,0,0,yes,0,cellular,21,11,4,-1,0,unknown,1
456,48,blue-collar,married,unknown,0,113,no,0,cellular,11,8,13,-1,0,unknown,0
457,30,self-employed,married,secondary,0,220,yes,1,cellular,15,5,3,-1,0,unknown,0
458,42,blue-collar,married,secondary,0,4900,yes,0,telephone,11,5,1,284,2,failure,0
459,27,unknown,single,tertiary,0,6421,no,0,telephone,28,1,4,-1,0,unknown,0
460,36,blue-collar,married,primary,0,994,yes,0,cellular,14,5,2,356,8,success,0
461,41,services,married,secondary,0,-141,yes,1,unknown,2,6,3,-1,0,unknown,0
462,38,admin.,married,secondary,0,1,yes,0,cellular,11,5,7,-1,0,unknown,0
463,33,management,single,tertiary,0,349,no,0,cellular,22,8,1,-1,0,unknown,0
464,71,technician,married,tertiary,0,383,no,0,cellular,27,10,2,183,3,success,0
465,32,blue-collar,married,primary,0,494,yes,0,unknown,26,5,2,-1,0,unknown,0
466,39,technician,divorced,secondary,0,1270,yes,0,unknown,29,5,4,-1,0,unknown,0
467,54,admin.,married,secondary,0,426,yes,0,unknown,29,5,1,-1,0,unknown,0
468,31,management,married,tertiary,0,4015,yes,0,cellular,2,2,2,241,3,other,0
469,42,entrepreneur,married,secondary,0,324,yes,0,cellular,15,7,3,-1,0,unknown,0
470,39,management,married,tertiary,0,93,yes,0,cellular,28,8,1,95,5,failure,0
471,44,entrepreneur,married,secondary,0,781,no,1,cellular,14,7,2,-1,0,unknown,0
472,52,retired,married,secondary,0,49,no,1,telephone,8,7,5,-1,0,unknown,0
473,27,student,single,secondary,0,538,no,0,cellular,4,6,2,-1,0,unknown,1
474,31,technician,married,secondary,0,251,no,1,cellular,29,8,2,-1,0,unknown,0
475,30,management,single,tertiary,0,2,no,0,cellular,27,8,21,-1,0,unknown,0
476,43,management,married,tertiary,0,68,yes,0,cellular,17,11,2,-1,0,unknown,0
477,42,management,single,secondary,0,2535,yes,0,unknown,14,5,1,-1,0,unknown,0
478,52,services,married,secondary,0,416,yes,0,cellular,2,2,2,-1,0,unknown,0
479,31,student,single,secondary,0,3511,no,0,cellular,6,10,1,96,1,success,1
480,45,blue-collar,married,primary,0,942,no,1,cellular,9,7,1,-1,0,unknown,0
481,33,management,married,tertiary,0,0,no,0,cellular,29,8,2,-1,0,unknown,0
482,43,entrepreneur,married,tertiary,0,1,yes,1,cellular,15,7,2,-1,0,unknown,0
483,52,technician,married,unknown,0,562,no,0,unknown,17,6,1,-1,0,unknown,0
484,28,management,single,tertiary,0,2725,no,0,cellular,16,6,1,504,1,failure,1
485,32,admin.,divorced,secondary,0,43,yes,0,unknown,9,5,2,-1,0,unknown,0
486,35,blue-collar,married,secondary,0,5417,yes,0,cellular,6,5,1,-1,0,unknown,0
487,27,blue-collar,married,secondary,0,373,yes,0,unknown,4,6,1,-1,0,unknown,0
488,49,technician,married,secondary,1,-1680,yes,1,unknown,27,6,4,-1,0,unknown,0
489,35,management,single,tertiary,0,657,yes,0,cellular,23,7,2,-1,0,unknown,0
490,64,housemaid,married,primary,0,67,no,0,telephone,14,12,2,111,1,failure,0
491,35,housemaid,single,secondary,0,-122,yes,1,cellular,13,5,5,-1,0,unknown,0
492,42,admin.,divorced,secondary,0,24,yes,0,cellular,6,5,2,-1,0,unknown,0
493,34,blue-collar,married,secondary,0,156,yes,0,cellular,29,7,3,-1,0,unknown,0
494,38,technician,divorced,secondary,0,-478,yes,0,unknown,28,5,1,-1,0,unknown,0
495,29,management,single,tertiary,0,1739,yes,0,cellular,3,6,1,-1,0,unknown,0
496,43,blue-collar,married,secondary,1,-504,yes,0,unknown,28,5,1,-1,0,unknown,0
497,47,admin.,married,secondary,0,1358,yes,0,cellular,14,5,4,-1,0,unknown,0
498,37,entrepreneur,married,tertiary,0,1027,yes,0,cellular,16,7,2,-1,0,unknown,0
499,32,management,married,tertiary,0,1232,no,0,cellular,25,8,4,-1,0,unknown,0
500,30,blue-collar,married,secondary,0,322,yes,0,cellular,20,4,2,326,1,other,0
501,36,technician,married,secondary,0,452,yes,0,unknown,26,5,5,-1,0,unknown,0
502,33,blue-collar,single,secondary,0,123,no,0,cellular,2,2,2,-1,0,unknown,0
503,35,technician,married,secondary,0,149,yes,0,cellular,29,1,1,245,2,failure,0
504,32,blue-collar,married,primary,0,2291,yes,1,cellular,29,1,3,182,24,other,0
505,37,technician,divorced,secondary,0,531,no,0,unknown,17,6,7,-1,0,unknown,0
506,44,entrepreneur,married,primary,0,5039,no,0,cellular,8,5,2,-1,0,unknown,0
507,36,services,married,tertiary,0,562,no,0,cellular,25,5,1,-1,0,unknown,0
508,30,technician,divorced,secondary,0,2262,yes,0,unknown,28,5,2,-1,0,unknown,0
509,29,admin.,single,secondary,0,196,no,0,telephone,2,2,1,-1,0,unknown,0
510,51,blue-collar,married,primary,0,864,yes,0,cellular,13,5,1,-1,0,unknown,0
511,34,services,married,secondary,0,-315,yes,0,unknown,8,5,2,-1,0,unknown,0
512,46,technician,married,secondary,0,0,yes,0,unknown,4,6,5,-1,0,unknown,0
513,32,admin.,married,secondary,0,0,no,0,unknown,16,5,1,-1,0,unknown,0
514,50,blue-collar,married,secondary,0,278,no,0,unknown,20,6,3,-1,0,unknown,0
515,39,management,married,tertiary,0,278,no,1,cellular,28,7,3,-1,0,unknown,0
516,44,services,married,secondary,0,27,no,0,cellular,25,5,1,-1,0,unknown,0
517,43,self-employed,married,tertiary,1,310,yes,0,cellular,11,5,7,-1,0,unknown,0
518,46,services,divorced,secondary,0,5,yes,1,cellular,29,1,2,-1,0,unknown,0
519,41,services,married,secondary,0,1319,yes,0,cellular,11,5,1,-1,0,unknown,0
520,54,blue-collar,married,primary,0,2110,yes,0,cellular,22,8,8,-1,0,unknown,0
521,38,unemployed,married,primary,0,7005,yes,0,cellular,25,1,1,202,2,success,1
522,44,blue-collar,married,primary,0,77,yes,0,unknown,29,5,1,-1,0,unknown,0
523,38,technician,married,unknown,0,90,yes,1,unknown,8,5,2,-1,0,unknown,0
524,36,services,married,secondary,0,257,yes,0,cellular,12,5,2,-1,0,unknown,0
525,42,self-employed,married,tertiary,0,2821,no,0,unknown,11,6,2,-1,0,unknown,0
526,39,blue-collar,married,primary,0,0,no,0,unknown,6,6,1,-1,0,unknown,0
527,44,technician,divorced,tertiary,0,9192,yes,0,unknown,6,6,3,-1,0,unknown,0
528,51,retired,divorced,primary,0,1193,yes,0,cellular,30,7,2,-1,0,unknown,0
529,38,technician,married,tertiary,0,-267,no,0,cellular,11,8,1,-1,0,unknown,0
530,32,management,married,tertiary,0,322,no,0,cellular,4,2,1,-1,0,unknown,0
531,36,admin.,married,secondary,0,402,yes,0,unknown,14,5,2,-1,0,unknown,0
532,47,blue-collar,married,primary,0,3451,no,1,cellular,21,11,2,-1,0,unknown,0
533,44,admin.,divorced,secondary,0,4353,yes,0,cellular,15,7,1,-1,0,unknown,0
534,30,blue-collar,married,primary,0,595,yes,0,unknown,23,5,1,-1,0,unknown,0
535,31,entrepreneur,single,tertiary,0,627,no,0,cellular,20,11,2,-1,0,unknown,0
536,33,blue-collar,single,secondary,0,3975,yes,1,cellular,17,4,1,150,1,other,0
537,28,blue-collar,married,primary,0,4,yes,0,unknown,23,5,1,-1,0,unknown,0
538,27,student,single,secondary,0,121,no,0,cellular,2,6,2,-1,0,unknown,0
539,33,management,single,tertiary,0,3170,no,0,cellular,28,10,2,-1,0,unknown,0
540,60,retired,married,secondary,0,8590,no,0,unknown,5,6,1,-1,0,unknown,0
541,50,technician,married,secondary,0,1541,yes,0,unknown,29,5,1,-1,0,unknown,0
542,75,retired,divorced,tertiary,0,3810,yes,0,cellular,16,11,1,183,1,failure,1
543,45,management,married,tertiary,0,0,no,0,cellular,24,7,2,-1,0,unknown,0
544,34,technician,single,secondary,0,1279,yes,0,cellular,22,7,2,160,8,other,1
545,45,management,married,tertiary,0,0,yes,1,unknown,13,5,1,-1,0,unknown,0
546,47,admin.,married,primary,0,192,yes,0,unknown,7,5,1,-1,0,unknown,0
547,35,management,married,tertiary,0,4943,yes,0,cellular,18,11,1,124,2,failure,0
548,35,self-employed,married,secondary,0,116,no,0,unknown,6,6,1,-1,0,unknown,0
549,29,blue-collar,single,tertiary,0,455,no,0,telephone,27,5,2,36,1,success,1
550,51,admin.,married,secondary,0,0,yes,1,cellular,30,1,1,252,1,failure,0
551,55,management,married,tertiary,0,86,no,0,telephone,16,6,1,-1,0,unknown,0
552,47,technician,married,tertiary,0,-512,yes,1,unknown,27,5,2,-1,0,unknown,0
553,51,admin.,married,secondary,0,1699,no,0,unknown,5,6,2,-1,0,unknown,0
554,41,self-employed,married,tertiary,0,-326,yes,1,unknown,23,5,2,-1,0,unknown,0
555,44,blue-collar,married,primary,0,75,no,0,unknown,16,5,3,-1,0,unknown,0
556,33,blue-collar,married,secondary,0,215,no,0,cellular,15,4,1,-1,0,unknown,0
557,49,self-employed,married,tertiary,0,503,yes,0,cellular,6,2,4,200,1,failure,0
558,30,blue-collar,single,tertiary,0,4127,yes,0,telephone,21,11,4,-1,0,unknown,0
559,31,admin.,single,secondary,0,554,yes,0,cellular,25,5,3,103,2,failure,0
560,40,technician,married,secondary,0,77,no,0,unknown,6,5,1,-1,0,unknown,0
561,35,blue-collar,married,secondary,0,1454,yes,0,telephone,20,4,6,-1,0,unknown,0
562,30,technician,single,tertiary,0,655,no,0,cellular,26,4,1,202,2,success,1
563,53,management,married,tertiary,0,15,no,0,cellular,20,8,2,-1,0,unknown,1
564,52,technician,divorced,secondary,0,1161,yes,0,unknown,13,5,1,-1,0,unknown,0
565,28,technician,single,tertiary,0,875,yes,0,cellular,6,5,1,-1,0,unknown,0
566,39,housemaid,married,unknown,0,9716,no,0,unknown,20,6,2,-1,0,unknown,0
567,46,entrepreneur,married,tertiary,0,193,yes,0,cellular,7,5,8,-1,0,unknown,0
568,46,blue-collar,married,secondary,0,0,yes,0,unknown,5,6,2,-1,0,unknown,0
569,37,management,married,secondary,0,2442,no,0,cellular,4,2,1,-1,0,unknown,0
570,35,management,single,tertiary,0,688,no,0,cellular,2,2,1,-1,0,unknown,0
571,25,technician,single,secondary,0,218,no,1,cellular,8,7,1,-1,0,unknown,0
572,40,services,single,secondary,0,-27,no,1,unknown,1,7,1,-1,0,unknown,0
573,35,management,married,tertiary,0,4038,yes,1,unknown,27,5,6,-1,0,unknown,0
574,25,technician,single,secondary,0,886,no,0,cellular,12,8,1,-1,0,unknown,0
575,41,technician,divorced,secondary,0,88,no,0,cellular,29,8,2,-1,0,unknown,0
576,35,technician,married,tertiary,0,6,yes,0,cellular,18,11,1,-1,0,unknown,0
577,47,blue-collar,married,primary,0,43,no,0,cellular,19,8,2,-1,0,unknown,0
578,60,entrepreneur,married,secondary,0,1393,no,0,unknown,20,6,6,-1,0,unknown,0
579,60,management,divorced,tertiary,0,581,yes,0,cellular,8,8,2,-1,0,unknown,0
580,63,housemaid,married,primary,0,3173,no,0,telephone,8,7,1,-1,0,unknown,0
581,30,self-employed,single,tertiary,0,166,no,0,cellular,26,5,1,-1,0,unknown,0
582,27,student,single,unknown,0,598,no,0,cellular,12,8,1,524,1,failure,0
583,36,unemployed,married,primary,0,0,no,0,cellular,6,2,1,-1,0,unknown,0
584,33,blue-collar,single,primary,0,837,yes,0,unknown,27,6,8,-1,0,unknown,0
